age,weight,height,income_lpa,smoker,city,occupation,insurance_premium_category
32,65.0,169.3,36.22,yes,Chennai,Doctor,Low
33,83.4,163.2,29.72,no,Hyderabad,Engineer,Medium
71,45.0,179.3,29.42,no,Bangalore,Freelancer,Medium
39,63.1,171.0,6.34,yes,Mumbai,Business,Low
45,106.6,165.7,10.4,yes,Mumbai,Teacher,Medium
37,69.7,157.2,27.67,no,Delhi,Freelancer,Medium
50,90.4,158.1,18.71,no,Kolkata,Student,Medium
27,54.8,178.5,2.91,yes,Hyderabad,Doctor,Low
57,76.7,174.5,40.31,no,Kolkata,Private,Medium
49,52.3,158.3,33.38,yes,Hyderabad,Teacher,Medium
67,76.0,158.1,17.64,no,Bangalore,Engineer,Medium
77,82.6,191.0,6.71,no,Lucknow,Engineer,Low
50,79.1,174.6,30.38,no,Mumbai,Freelancer,Low
19,64.8,182.1,18.73,no,Chennai,Freelancer,Medium
50,74.1,184.9,14.26,no,Hyderabad,Freelancer,Medium
50,74.3,160.7,36.63,no,Bangalore,Teacher,Medium
58,80.0,187.4,17.75,no,Delhi,Teacher,Low
30,68.1,159.2,8.53,no,Hyderabad,Doctor,Medium
47,84.0,177.3,25.12,no,Delhi,Private,Medium
50,91.5,168.8,41.77,no,Bangalore,Business,Medium
30,65.2,177.2,42.78,yes,Chennai,Private,High
69,70.7,167.9,42.77,no,Mumbai,Private,Low
43,56.4,175.5,22.2,no,Mumbai,Teacher,Low
39,75.1,183.6,39.96,no,Chennai,Doctor,Medium
56,75.2,181.2,42.81,no,Mumbai,Teacher,Medium
19,70.9,169.4,24.06,no,Hyderabad,Government,Low
55,72.0,160.5,17.3,no,Lucknow,Teacher,High
56,98.8,167.0,35.69,no,Kolkata,Government,Low
43,40.0,174.4,45.41,no,Kolkata,Business,Medium
63,62.6,176.5,48.66,no,Chennai,Doctor,High
75,64.8,180.7,15.93,no,Pune,Engineer,Medium
67,91.9,162.7,47.9,no,Lucknow,Doctor,Medium
32,77.1,160.7,25.97,no,Lucknow,Doctor,Medium
51,77.5,159.8,16.69,no,Kolkata,Freelancer,Low
59,88.9,168.0,49.44,yes,Hyderabad,Doctor,High
72,67.3,172.1,44.13,no,Bangalore,Freelancer,Low
61,79.8,173.7,35.24,no,Mumbai,Business,High
66,62.0,155.9,44.96,no,Hyderabad,Business,Medium
57,54.2,160.5,34.71,no,Bangalore,Student,Low
28,96.9,163.0,23.14,no,Chennai,Government,Low
78,75.5,187.6,47.51,yes,Lucknow,Engineer,Medium
20,79.7,166.2,48.24,no,Hyderabad,Business,Medium
76,53.8,155.2,17.08,no,Hyderabad,Government,High
23,77.7,173.8,19.01,no,Pune,Business,Low
26,96.7,168.9,20.37,no,Kolkata,Doctor,Medium
23,65.8,158.3,41.46,no,Bangalore,Doctor,High
26,51.2,165.3,39.97,no,Bangalore,Government,Medium
56,72.8,166.6,49.19,yes,Pune,Teacher,Medium
48,54.5,168.8,24.33,no,Delhi,Teacher,Low
49,46.6,179.3,37.36,no,Lucknow,Teacher,High
58,59.0,175.6,43.12,no,Bangalore,Government,Low
67,62.6,171.3,12.62,no,Kolkata,Business,Medium
29,55.2,179.9,31.79,yes,Mumbai,Freelancer,Low
25,89.9,165.9,28.29,no,Pune,Teacher,Medium
25,98.3,162.7,37.66,yes,Mumbai,Engineer,High
67,79.3,173.1,35.38,no,Mumbai,Government,Medium
45,75.8,172.3,41.01,no,Kolkata,Freelancer,Low
79,67.9,155.2,16.93,no,Mumbai,Freelancer,Medium
37,56.6,184.9,12.39,no,Hyderabad,Teacher,Medium
79,94.0,159.8,40.65,no,Pune,Student,Low
64,69.1,175.3,19.31,no,Hyderabad,Student,Medium
76,63.1,175.5,15.8,no,Pune,Doctor,Medium
80,85.2,140.0,18.17,no,Mumbai,Business,Medium
24,68.9,172.3,5.18,no,Chennai,Government,Medium
28,84.7,186.4,39.11,yes,Chennai,Student,Low
37,63.9,162.9,36.33,yes,Delhi,Engineer,High
33,85.3,151.0,28.53,no,Hyderabad,Doctor,Medium
21,84.7,168.8,36.37,no,Delhi,Student,Medium
23,89.9,174.7,19.91,no,Bangalore,Private,Low
75,59.4,169.1,16.18,yes,Bangalore,Teacher,Medium
39,68.8,160.5,43.39,no,Hyderabad,Student,Low
43,99.2,159.7,22.28,no,Hyderabad,Freelancer,Low
80,66.3,153.8,11.4,no,Lucknow,Student,Medium
20,82.2,151.3,37.95,no,Pune,Doctor,Medium
80,104.4,166.6,18.12,no,Bangalore,Business,Low
58,42.3,174.2,12.17,yes,Pune,Teacher,Low
77,65.8,171.6,3.31,no,Delhi,Teacher,Low
59,70.0,172.5,48.59,yes,Mumbai,Private,Medium
31,43.0,176.3,24.43,no,Pune,Teacher,Medium
28,63.2,183.1,9.76,no,Bangalore,Teacher,Medium
35,55.4,170.3,38.37,no,Mumbai,Business,Medium
71,82.9,173.4,44.61,no,Mumbai,Teacher,Low
29,44.0,173.5,27.34,no,Delhi,Business,Low
40,98.3,171.5,3.36,no,Lucknow,Doctor,Medium
29,80.3,170.2,19.53,no,Pune,Engineer,Medium
30,54.2,171.0,13.67,yes,Chennai,Business,Medium
42,85.4,185.6,32.55,yes,Hyderabad,Teacher,Low
62,79.0,184.3,26.91,no,Chennai,Doctor,Medium
68,69.4,152.9,19.08,yes,Kolkata,Doctor,Low
75,59.2,172.2,33.13,no,Chennai,Student,Medium
36,78.2,170.1,30.05,no,Bangalore,Student,Medium
72,71.8,182.6,45.51,no,Delhi,Freelancer,Medium
63,59.7,169.6,30.65,no,Mumbai,Freelancer,Medium
53,49.9,172.5,26.37,no,Delhi,Engineer,Low
62,57.2,163.5,41.54,yes,Pune,Engineer,Low
25,62.5,178.1,11.72,no,Hyderabad,Student,Low
46,87.4,157.6,13.69,no,Lucknow,Government,Medium
72,82.9,166.9,39.61,yes,Pune,Student,Medium
70,63.2,159.5,23.23,no,Kolkata,Doctor,Medium
72,63.8,167.0,21.64,no,Kolkata,Private,High
49,84.9,164.5,44.58,no,Kolkata,Private,High
68,74.0,178.4,31.29,no,Mumbai,Business,High
61,73.8,167.8,40.54,no,Kolkata,Freelancer,Medium
35,59.4,184.9,40.87,no,Hyderabad,Student,Medium
23,68.1,167.6,7.76,no,Kolkata,Freelancer,High
35,70.1,159.2,33.38,no,Kolkata,Teacher,Medium
36,68.6,167.6,47.72,yes,Hyderabad,Business,Low
39,81.0,174.8,25.04,no,Hyderabad,Government,Low
54,81.5,186.9,37.14,no,Mumbai,Business,High
49,56.2,163.6,29.2,no,Pune,Teacher,High
73,62.5,186.6,11.83,no,Lucknow,Private,Medium
58,59.7,168.1,11.37,yes,Kolkata,Teacher,Low
76,90.8,165.5,22.82,no,Bangalore,Teacher,High
20,103.8,177.8,25.18,no,Lucknow,Doctor,High
45,63.0,184.2,26.15,yes,Delhi,Freelancer,Medium
27,67.5,175.6,47.84,no,Kolkata,Private,Low
68,82.6,155.9,6.81,no,Kolkata,Freelancer,Medium
52,59.4,173.3,20.27,no,Lucknow,Student,Low
78,83.0,191.7,26.7,yes,Delhi,Government,Medium
46,69.7,147.2,48.23,no,Pune,Student,Low
71,43.8,173.7,26.21,no,Kolkata,Doctor,High
80,50.5,167.2,39.21,yes,Pune,Private,Low
32,64.9,160.6,37.97,no,Hyderabad,Business,Low
50,88.3,180.3,29.19,yes,Lucknow,Doctor,Medium
24,56.6,152.6,8.27,yes,Pune,Student,Low
29,62.0,166.5,12.5,no,Kolkata,Engineer,Medium
66,73.2,180.0,13.53,yes,Bangalore,Freelancer,Low
47,45.0,178.9,3.86,yes,Pune,Doctor,Medium
38,74.5,176.0,20.2,no,Hyderabad,Engineer,Low
48,46.8,171.7,31.3,no,Chennai,Engineer,Medium
75,78.5,168.8,8.92,no,Mumbai,Government,Low
78,57.9,165.3,10.4,yes,Lucknow,Teacher,Low
41,55.9,160.3,35.94,no,Mumbai,Teacher,Medium
37,74.1,178.1,10.12,no,Lucknow,Freelancer,Low
54,81.9,172.1,8.5,no,Delhi,Teacher,High
21,75.6,178.4,48.94,no,Bangalore,Freelancer,Medium
45,73.1,162.2,2.71,no,Pune,Engineer,High
61,73.3,162.0,17.62,no,Mumbai,Student,Low
79,75.7,175.0,3.68,no,Delhi,Teacher,Low
37,76.7,147.2,42.23,no,Delhi,Government,Low
77,64.1,144.7,30.01,no,Delhi,Teacher,Medium
41,79.8,180.1,4.3,yes,Mumbai,Freelancer,Low
67,58.0,162.9,31.54,no,Chennai,Business,Medium
66,86.4,171.9,7.91,no,Delhi,Government,Medium
68,81.7,173.8,25.8,no,Kolkata,Engineer,Low
49,102.7,180.4,34.13,no,Chennai,Engineer,Medium
58,77.7,165.6,9.13,no,Chennai,Teacher,High
53,83.6,166.1,25.86,no,Kolkata,Business,Medium
75,46.6,163.8,23.96,no,Mumbai,Business,High
70,84.1,176.2,45.96,no,Mumbai,Doctor,Low
51,87.6,176.7,49.79,no,Pune,Doctor,Low
53,92.6,182.8,33.41,no,Bangalore,Teacher,Low
19,71.8,157.5,43.03,no,Pune,Government,Medium
32,64.9,192.3,33.05,no,Mumbai,Engineer,Medium
51,53.7,166.9,44.06,no,Bangalore,Government,Low
53,55.0,169.5,22.8,no,Delhi,Business,Medium
23,69.6,171.6,31.18,yes,Mumbai,Freelancer,Low
56,43.7,160.9,42.57,no,Mumbai,Business,High
59,58.5,165.9,46.07,no,Pune,Business,Low
68,71.3,184.6,3.18,yes,Kolkata,Engineer,Low
68,71.0,184.8,6.99,no,Delhi,Private,Medium
75,55.5,172.1,46.7,no,Hyderabad,Doctor,Low
71,51.5,180.4,29.29,yes,Hyderabad,Private,Medium
78,53.7,174.1,49.53,yes,Bangalore,Teacher,Medium
29,66.7,169.4,40.05,no,Delhi,Doctor,High
20,101.9,162.5,41.27,no,Hyderabad,Freelancer,High
62,85.9,161.4,20.53,no,Chennai,Freelancer,Medium
35,73.2,162.4,14.36,yes,Kolkata,Business,Low
57,78.3,186.1,30.72,no,Chennai,Government,High
38,85.2,178.7,44.19,no,Hyderabad,Government,Medium
32,80.1,184.4,36.83,yes,Bangalore,Business,Medium
50,65.4,174.0,24.66,no,Mumbai,Engineer,Medium
52,57.3,161.2,38.15,no,Mumbai,Private,Medium
43,68.1,176.0,35.14,no,Lucknow,Engineer,Low
25,85.1,182.7,45.83,no,Mumbai,Private,Medium
53,65.9,176.4,14.65,no,Bangalore,Private,Medium
65,53.4,156.8,7.73,yes,Chennai,Engineer,Low
47,44.1,155.3,24.56,no,Lucknow,Teacher,Medium
40,68.2,176.4,19.33,no,Bangalore,Student,Medium
59,54.6,166.9,48.79,no,Lucknow,Freelancer,High
61,63.5,173.1,2.36,yes,Bangalore,Government,Medium
31,91.8,162.8,46.8,no,Chennai,Private,Low
31,69.2,171.3,47.84,no,Hyderabad,Student,Medium
19,58.7,159.0,4.45,yes,Mumbai,Government,High
72,74.6,172.5,44.7,no,Kolkata,Private,Low
54,98.8,177.3,24.6,no,Lucknow,Private,Medium
22,68.2,177.8,38.78,yes,Bangalore,Private,Low
55,40.0,156.9,5.8,yes,Bangalore,Teacher,Medium
62,79.8,174.7,47.85,no,Chennai,Government,Low
58,75.2,164.1,31.16,no,Hyderabad,Teacher,High
79,71.4,185.3,45.14,no,Pune,Teacher,High
71,66.7,179.6,34.3,no,Kolkata,Doctor,Medium
77,57.9,170.3,27.77,no,Pune,Government,Medium
78,92.7,191.8,10.28,no,Bangalore,Teacher,High
64,42.4,162.7,10.54,no,Pune,Doctor,Low
31,65.4,169.4,24.68,yes,Delhi,Government,Medium
73,65.0,175.4,43.78,no,Kolkata,Engineer,Medium
56,82.8,190.3,7.53,no,Bangalore,Government,Medium
42,88.5,184.6,49.92,no,Kolkata,Business,Low
37,66.6,178.0,44.04,no,Hyderabad,Student,Medium
19,72.9,161.2,20.84,no,Pune,Business,Low
56,74.2,161.2,14.15,no,Delhi,Student,Medium
23,85.8,177.0,46.26,no,Delhi,Engineer,High
34,85.5,157.5,7.91,no,Kolkata,Student,Medium
76,61.9,173.2,18.67,no,Mumbai,Engineer,Low
42,76.6,178.0,6.03,yes,Kolkata,Government,High
74,75.7,155.2,47.77,no,Chennai,Business,Medium
45,68.3,176.5,31.65,no,Lucknow,Doctor,Low
19,75.6,179.0,18.14,no,Mumbai,Government,Medium
52,70.3,166.4,15.22,no,Hyderabad,Private,Low
54,72.4,168.4,23.32,no,Delhi,Government,Low
22,49.7,152.1,6.39,no,Mumbai,Student,Medium
80,56.2,168.9,44.69,no,Delhi,Private,Medium
18,82.3,154.7,26.53,no,Delhi,Private,Low
57,51.8,163.1,36.8,no,Delhi,Government,Low
29,77.1,166.0,13.22,no,Chennai,Freelancer,High
73,68.8,158.4,26.18,no,Chennai,Teacher,Medium
53,85.5,157.5,12.13,no,Bangalore,Doctor,Medium
62,79.7,158.0,41.17,yes,Hyderabad,Doctor,Medium
40,63.2,182.2,39.21,no,Chennai,Engineer,Low
64,66.7,169.3,9.11,no,Hyderabad,Business,Medium
48,40.2,182.7,5.58,no,Delhi,Teacher,Medium
28,68.0,166.0,41.56,yes,Hyderabad,Freelancer,Medium
27,50.9,166.2,7.26,no,Kolkata,Business,Medium
20,66.7,165.8,28.33,no,Hyderabad,Freelancer,Medium
71,60.4,140.2,27.66,no,Lucknow,Private,High
31,56.9,175.1,11.74,no,Mumbai,Private,Medium
33,87.8,168.9,30.39,no,Kolkata,Business,Medium
27,50.9,170.5,26.13,no,Lucknow,Doctor,Low
46,55.6,149.1,26.44,yes,Delhi,Teacher,Low
27,59.5,169.7,19.27,no,Kolkata,Student,High
29,62.8,165.6,42.24,no,Lucknow,Freelancer,Low
47,56.8,171.3,6.05,no,Mumbai,Private,High
58,64.6,169.2,23.05,no,Bangalore,Teacher,Medium
18,74.5,165.1,14.47,yes,Bangalore,Freelancer,Medium
22,80.0,175.6,42.72,no,Hyderabad,Engineer,Medium
37,79.3,180.2,12.8,no,Hyderabad,Government,Medium
25,41.4,165.9,38.82,no,Chennai,Doctor,High
60,75.7,155.5,31.35,no,Kolkata,Teacher,Medium
29,76.6,156.2,43.99,no,Chennai,Engineer,Low
18,60.1,174.2,30.5,no,Chennai,Student,Medium
74,95.0,183.0,28.71,no,Kolkata,Business,High
71,86.3,151.9,40.45,yes,Kolkata,Business,Low
37,67.3,159.8,29.0,yes,Mumbai,Engineer,High
45,61.1,166.7,42.54,no,Kolkata,Doctor,Medium
74,94.8,149.6,4.37,no,Kolkata,Business,Medium
60,69.7,169.0,25.77,no,Hyderabad,Freelancer,Low
54,71.3,173.6,41.01,no,Chennai,Doctor,Low
64,71.1,174.8,42.72,no,Bangalore,Doctor,High
54,104.5,166.0,42.03,no,Delhi,Business,Low
29,66.8,166.4,31.01,no,Lucknow,Student,Medium
54,69.6,159.8,49.71,no,Lucknow,Freelancer,Low
66,57.5,152.3,10.71,yes,Bangalore,Government,Medium
66,64.2,168.1,10.37,no,Kolkata,Freelancer,Low
73,54.5,174.1,3.58,no,Lucknow,Teacher,Medium
61,57.8,170.2,49.49,yes,Lucknow,Government,Low
73,42.9,181.1,18.7,yes,Delhi,Business,Medium
45,83.2,173.5,38.58,no,Kolkata,Teacher,Low
64,72.4,176.6,4.87,yes,Lucknow,Doctor,Medium
32,73.6,171.7,16.34,no,Hyderabad,Private,Medium
23,69.2,188.6,31.94,no,Mumbai,Student,High
61,71.1,165.1,27.19,no,Lucknow,Doctor,Medium
76,94.3,176.8,11.97,no,Kolkata,Private,High
78,58.5,172.5,24.16,yes,Delhi,Student,Medium
37,74.2,177.4,7.22,no,Hyderabad,Private,High
67,74.1,173.3,28.05,no,Mumbai,Government,Low
31,87.1,169.6,6.65,no,Pune,Government,Low
19,76.6,173.8,32.52,no,Hyderabad,Government,Medium
26,77.3,175.0,9.46,no,Delhi,Engineer,Medium
80,51.1,176.3,28.26,no,Mumbai,Freelancer,Low
54,57.9,184.6,8.2,yes,Chennai,Government,High
37,52.5,171.9,21.23,no,Pune,Student,Low
43,40.0,159.0,18.89,no,Pune,Student,Medium
46,76.0,171.6,38.31,no,Delhi,Government,High
18,66.1,165.6,32.78,yes,Chennai,Doctor,High
72,76.0,165.3,46.98,yes,Hyderabad,Government,Medium
52,70.5,166.8,46.25,no,Pune,Government,Medium
23,73.6,161.0,36.8,no,Pune,Freelancer,Low
54,90.1,146.0,38.99,no,Lucknow,Business,Low
70,70.1,184.8,32.0,no,Pune,Private,High
76,80.0,165.1,35.2,yes,Chennai,Business,Low
22,65.5,152.9,31.63,no,Kolkata,Private,Low
50,82.4,171.8,16.96,no,Bangalore,Teacher,Medium
66,51.4,176.2,18.83,no,Mumbai,Engineer,Low
68,42.4,168.2,29.59,yes,Lucknow,Freelancer,Low
31,101.6,157.1,36.57,no,Delhi,Freelancer,Low
29,97.5,155.8,21.49,yes,Hyderabad,Freelancer,Low
59,40.8,192.8,8.85,no,Chennai,Student,High
37,69.5,155.9,24.05,no,Hyderabad,Teacher,Low
70,72.2,153.7,48.23,no,Pune,Freelancer,Medium
67,80.8,166.9,12.28,no,Kolkata,Government,Low
41,96.1,178.2,33.16,no,Lucknow,Student,Medium
76,54.1,186.6,49.16,no,Lucknow,Student,Low
60,54.9,167.9,20.06,no,Delhi,Engineer,Medium
79,70.0,167.7,44.62,no,Hyderabad,Engineer,Medium
51,55.5,157.2,43.47,no,Kolkata,Private,Low
42,40.0,180.9,18.27,yes,Delhi,Teacher,Medium
67,66.6,169.3,6.73,no,Kolkata,Freelancer,Low
46,82.9,169.6,10.57,no,Kolkata,Business,Low
74,69.7,174.3,19.56,yes,Bangalore,Student,Medium
56,79.4,173.0,48.04,yes,Chennai,Doctor,Medium
48,77.2,168.6,15.17,no,Mumbai,Teacher,Medium
73,54.6,183.2,46.49,no,Mumbai,Student,Low
64,71.0,154.0,10.71,no,Delhi,Private,Low
60,47.1,172.1,48.55,yes,Delhi,Engineer,Low
67,62.3,174.1,16.09,no,Hyderabad,Government,High
40,70.8,165.9,32.39,no,Hyderabad,Engineer,Low
61,70.0,176.2,5.35,yes,Bangalore,Engineer,Medium
55,50.6,176.6,16.38,no,Delhi,Engineer,Medium
37,53.7,181.1,12.11,no,Mumbai,Government,Medium
40,74.4,168.9,2.16,no,Chennai,Freelancer,High
79,82.4,167.8,9.52,no,Bangalore,Business,Low
62,66.9,175.4,30.47,yes,Pune,Business,Medium
69,66.1,168.0,20.72,no,Delhi,Student,Low
33,84.0,154.8,36.68,yes,Pune,Freelancer,Low
67,58.4,178.6,34.21,no,Pune,Student,Low
59,95.9,151.7,40.37,no,Lucknow,Teacher,Medium
77,49.8,174.0,43.62,no,Bangalore,Engineer,Low
72,85.7,195.4,41.35,no,Lucknow,Private,Low
25,78.1,175.3,23.51,no,Bangalore,Engineer,Medium
67,106.2,163.1,16.82,no,Bangalore,Government,Low
38,53.2,165.5,26.11,no,Delhi,Doctor,Low
18,40.0,173.7,27.69,no,Kolkata,Freelancer,Low
72,88.7,169.8,17.03,no,Delhi,Doctor,High
25,47.9,177.6,27.92,no,Delhi,Engineer,High
46,79.2,184.5,7.08,no,Hyderabad,Doctor,Medium
49,87.7,183.1,13.09,no,Delhi,Doctor,Medium
55,75.7,158.4,37.81,no,Delhi,Engineer,Medium
22,73.5,170.2,10.78,no,Delhi,Business,Medium
64,76.0,174.9,8.67,no,Bangalore,Business,Medium
39,82.6,185.2,15.79,no,Pune,Freelancer,High
64,78.8,173.6,19.81,no,Bangalore,Private,Medium
51,51.8,163.2,17.77,yes,Delhi,Freelancer,Medium
18,97.4,174.4,19.98,yes,Lucknow,Student,Low
72,70.8,188.2,8.72,no,Hyderabad,Business,Medium
72,77.8,167.5,9.94,no,Chennai,Engineer,Medium
43,80.7,163.0,13.32,yes,Lucknow,Private,Medium
60,87.3,169.7,21.3,no,Lucknow,Doctor,Medium
27,85.8,163.5,18.12,no,Lucknow,Engineer,Low
47,72.0,178.3,39.98,no,Hyderabad,Teacher,High
67,71.0,163.6,27.22,yes,Chennai,Private,Medium
35,76.1,182.9,29.63,no,Kolkata,Doctor,Medium
34,86.5,175.0,28.91,yes,Chennai,Engineer,Low
43,53.3,177.0,21.14,no,Mumbai,Freelancer,Low
25,79.7,176.9,49.06,no,Mumbai,Private,Medium
64,56.7,178.5,3.79,no,Chennai,Freelancer,Medium
57,97.8,166.9,12.36,yes,Delhi,Student,Low
66,75.5,160.2,15.66,no,Chennai,Student,Medium
29,63.8,165.2,44.3,no,Pune,Doctor,Low
44,76.4,179.3,46.11,no,Mumbai,Business,Low
25,70.1,152.3,42.61,yes,Chennai,Student,Low
42,67.6,150.0,22.01,no,Bangalore,Government,Medium
63,42.9,172.2,45.9,no,Kolkata,Teacher,Medium
21,54.6,178.4,6.73,no,Bangalore,Freelancer,Medium
50,67.9,179.8,33.32,no,Hyderabad,Government,Medium
18,44.7,160.5,46.99,no,Bangalore,Government,Low
36,61.2,158.2,38.24,no,Pune,Private,Low
48,62.5,163.1,15.34,no,Pune,Government,Low
33,58.3,166.1,36.44,no,Kolkata,Doctor,High
31,81.6,166.6,16.15,no,Delhi,Teacher,High
70,56.8,171.2,7.36,no,Kolkata,Doctor,High
65,71.3,184.1,36.43,no,Delhi,Business,Low
22,64.7,169.4,10.6,no,Lucknow,Engineer,Low
58,68.2,179.4,7.33,no,Pune,Government,Low
43,94.1,176.5,28.48,yes,Mumbai,Doctor,Medium
79,72.7,162.9,31.79,no,Pune,Engineer,High
45,75.6,176.4,4.45,no,Chennai,Doctor,Medium
19,58.5,175.7,2.21,no,Pune,Private,Medium
67,79.4,170.0,44.34,no,Pune,Business,Low
23,78.8,171.7,7.53,no,Mumbai,Teacher,Medium
80,77.3,169.4,30.03,yes,Mumbai,Engineer,Medium
26,51.9,159.1,47.77,yes,Mumbai,Teacher,Medium
50,61.2,193.7,26.57,yes,Pune,Freelancer,Medium
58,91.5,180.6,8.71,no,Chennai,Doctor,Low
42,59.7,175.3,20.89,no,Delhi,Private,Medium
65,93.5,165.9,31.95,no,Kolkata,Government,Low
30,61.8,169.1,38.62,no,Pune,Doctor,Medium
26,72.2,158.3,31.13,no,Delhi,Freelancer,Low
70,67.2,174.7,3.65,yes,Delhi,Business,Low
30,57.3,173.4,8.87,no,Pune,Doctor,Low
48,57.5,167.9,19.85,no,Bangalore,Business,Medium
58,59.4,170.3,35.87,yes,Chennai,Doctor,Medium
28,72.2,167.0,30.05,yes,Delhi,Government,Medium
21,83.4,165.1,4.15,no,Pune,Teacher,Low
51,71.2,162.2,40.25,yes,Delhi,Doctor,Low
78,69.5,159.8,31.05,yes,Mumbai,Engineer,High
55,88.2,163.0,44.58,no,Hyderabad,Freelancer,Medium
63,70.6,163.7,22.05,yes,Lucknow,Student,Low
21,61.9,180.9,25.53,no,Bangalore,Engineer,High
55,55.0,163.8,21.47,no,Kolkata,Private,High
36,89.1,149.7,36.68,no,Hyderabad,Engineer,Medium
23,65.1,172.9,38.1,no,Bangalore,Business,Medium
51,61.3,176.2,36.72,no,Mumbai,Doctor,Low
35,60.0,179.7,16.0,no,Mumbai,Freelancer,Medium
30,88.2,171.7,32.53,yes,Pune,Teacher,Low
58,61.4,158.6,18.25,no,Mumbai,Private,High
40,84.9,162.0,42.04,no,Pune,Doctor,Medium
36,66.5,176.0,4.65,yes,Chennai,Student,Low
62,51.9,184.6,3.81,no,Pune,Doctor,Low
28,65.0,158.6,6.88,yes,Hyderabad,Student,Medium
18,69.5,172.1,11.71,no,Mumbai,Student,Low
41,68.3,164.5,3.81,no,Delhi,Engineer,High
79,67.9,161.8,5.44,yes,Chennai,Student,Low
71,65.2,170.3,16.69,yes,Mumbai,Student,Medium
24,58.2,168.7,6.79,yes,Chennai,Government,Medium
42,70.2,149.8,40.5,no,Delhi,Private,Medium
38,78.1,172.0,4.59,yes,Lucknow,Private,Medium
32,48.1,173.3,45.58,no,Pune,Teacher,Low
18,89.5,177.5,43.8,yes,Lucknow,Government,Medium
29,40.0,164.3,12.0,no,Mumbai,Business,Low
75,71.1,154.1,5.43,no,Hyderabad,Doctor,Low
24,77.0,165.8,7.07,no,Pune,Teacher,Low
32,60.9,177.1,28.84,no,Mumbai,Business,Medium
38,40.0,169.2,30.84,no,Delhi,Engineer,Low
36,68.5,178.5,17.15,no,Mumbai,Teacher,Low
77,72.5,157.0,16.25,no,Delhi,Teacher,Low
46,52.8,178.1,27.51,no,Lucknow,Engineer,Low
42,57.5,172.5,16.67,no,Lucknow,Freelancer,High
50,84.4,166.5,46.85,no,Mumbai,Student,Medium
66,71.8,180.7,20.37,no,Mumbai,Engineer,Low
49,47.4,172.4,12.55,yes,Bangalore,Doctor,Medium
66,76.7,160.2,9.01,no,Chennai,Engineer,Medium
52,56.0,179.8,32.32,yes,Kolkata,Private,Low
61,58.4,167.6,17.68,no,Bangalore,Teacher,Medium
55,73.0,170.4,11.06,no,Bangalore,Private,High
43,71.6,161.4,15.24,yes,Chennai,Freelancer,Medium
28,64.0,169.5,16.78,no,Bangalore,Private,High
52,62.4,160.5,32.04,yes,Delhi,Engineer,Low
25,66.2,168.3,10.38,no,Bangalore,Doctor,High
63,58.3,170.3,37.17,no,Kolkata,Private,Medium
31,86.3,176.1,16.63,no,Delhi,Freelancer,Medium
27,46.5,155.9,25.44,no,Hyderabad,Student,Low
19,66.4,180.0,33.43,yes,Chennai,Student,Medium
63,48.1,180.3,28.09,no,Chennai,Business,Medium
26,84.0,168.1,33.79,no,Chennai,Government,Medium
20,66.4,171.3,17.48,yes,Lucknow,Business,Low
38,54.1,173.1,48.25,no,Delhi,Doctor,Low
43,80.3,170.8,24.03,no,Chennai,Business,Low
25,40.0,176.0,17.45,yes,Chennai,Student,Medium
65,74.2,166.1,16.23,no,Kolkata,Private,Medium
19,87.3,162.4,4.05,no,Mumbai,Private,Low
23,72.7,174.3,34.87,no,Lucknow,Government,Low
45,62.4,154.7,14.6,yes,Pune,Student,High
70,51.4,176.2,48.03,no,Hyderabad,Private,Low
46,86.2,177.2,12.1,no,Mumbai,Business,Low
43,83.9,162.2,27.42,yes,Mumbai,Engineer,Low
42,60.3,184.2,37.3,yes,Chennai,Student,Low
29,60.7,166.5,43.77,no,Delhi,Private,Low
22,87.8,165.6,9.51,no,Lucknow,Business,Low
51,78.0,163.5,49.3,no,Chennai,Business,Medium
65,43.2,174.5,45.52,no,Mumbai,Private,Medium
54,67.1,166.1,48.22,no,Kolkata,Freelancer,Medium
32,66.5,155.6,42.93,no,Chennai,Private,Low
61,73.7,173.4,44.13,no,Chennai,Doctor,Medium
53,70.1,167.1,30.74,yes,Chennai,Doctor,Low
32,62.3,180.9,42.57,no,Lucknow,Student,Medium
60,72.7,173.1,27.63,no,Delhi,Teacher,Low
65,63.3,172.7,27.83,no,Kolkata,Freelancer,High
40,121.2,180.1,29.0,no,Kolkata,Business,Medium
23,71.8,171.6,49.82,no,Pune,Private,Medium
63,69.8,177.8,7.01,yes,Kolkata,Engineer,Medium
67,97.6,163.5,40.67,yes,Kolkata,Teacher,Low
61,49.5,186.5,15.12,no,Mumbai,Business,Medium
76,68.4,172.8,19.34,yes,Chennai,Teacher,High
60,55.8,158.0,5.87,no,Lucknow,Business,Medium
62,79.5,171.4,18.88,no,Hyderabad,Business,High
38,62.6,171.9,49.56,yes,Kolkata,Teacher,Low
40,78.7,171.2,21.06,yes,Lucknow,Doctor,Medium
60,77.6,147.0,34.15,no,Bangalore,Freelancer,Medium
72,81.7,164.5,7.79,no,Bangalore,Business,Low
33,77.9,156.2,46.28,no,Hyderabad,Student,Low
64,66.6,156.3,41.73,no,Pune,Freelancer,High
70,49.0,171.7,20.54,no,Mumbai,Teacher,Medium
77,85.1,164.4,18.73,no,Bangalore,Government,Medium
32,91.1,166.4,22.75,no,Bangalore,Freelancer,Medium
42,55.9,161.1,21.26,no,Bangalore,Doctor,Medium
